transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN001425,M53452,978-0-474-39742-4,2024-12-15,2024-12-21,BR013
TXN001426,M14630,978-0-10-587525-3,2025-06-13,2025-07-07,BR010
TXN001427,M83886,978-0-656-25904-5,2024-06-06,2024-06-12,BR011
TXN001428,M85085,978-0-271-12218-2,2024-02-10,2024-03-01,BR005
TXN001429,M13578,978-0-555-16517-1,2024-08-01,2024-08-04,BR002
TXN001430,M46418,978-1-62813-721-7,2025-04-23,2025-05-21,BR010
TXN001431,M43679,,2025-07-09,2025-08-08,BR002
TXN001432,M87564,978-0-08-003700-4,2024-03-22,2024-04-17,BR011
TXN001433,M32989,978-0-285-56608-8,2025-04-25,2025-05-01,BR012
TXN001434,M79125,978-0-681-03903-2,2024-03-29,2024-04-03,BR006
TXN001435,M88059,978-0-519-58263-1,2024-02-02,2024-02-27,BR003
TXN001436,M64125,978-1-4858-6239-0,2024-04-18,2024-05-12,BR004
TXN001437,M93568,978-1-4614-7079-3,2025-09-20,2025-10-02,BR010
TXN001438,M17120,978-0-210-61339-9,2025-04-03,2025-04-05,BR013
TXN001439,M31967,978-0-945703-94-5,2024-03-20,2024-04-13,BR008
TXN001440,M79798,978-1-03-253765-8,2024-09-12,2024-09-28,BR011
TXN001441,M44422,978-0-7789-4319-8,2023-12-31,2024-01-10,BR014
TXN001442,M68827,978-0-900404-76-4,2025-03-29,2025-04-20,BR006
TXN001443,M15376,978-0-05-336514-1,2024-08-14,2024-09-11,BR009
TXN001444,M66595,978-1-01-424731-5,2025-08-16,2025-08-27,BR011
TXN001445,M45432,978-1-201-13798-6,2024-04-30,2024-05-19,BR002
TXN001446,M61269,978-1-123-16600-2,2024-10-11,2024-11-04,BR011
TXN001447,M98065,978-1-209-01447-0,2024-03-10,2024-04-01,BR004
TXN001448,M33582,978-0-433-70096-8,2024-11-25,2024-12-22,BR001
TXN001449,M18906,,2025-03-10,2025-04-01,BR002
TXN001450,M68450,978-0-451-95778-8,02/10/2024,2024-02-17,BR012
TXN001451,M14461,,2025-02-06,,BR002
TXN001452,M87874,978-0-556-29657-7,2025-10-01,2025-10-21,BR014
TXN001453,M93634,978-0-7865-6194-0,07/21/2025,,BR002
TXN001454,M89257,978-1-77820-582-8,2024-12-24,2025-01-14,BR011
TXN001455,M84195,978-0-361-61880-9,2024-10-27,2024-11-19,BR003
TXN001456,M34151,978-1-82357-155-7,2024-11-17,2024-11-20,BR008
TXN001457,M93726,978-1-395-61372-3,2025-06-14,2025-07-07,BR005
TXN001458,M97500,978-0-8172-1436-4,2024-05-22,2024-06-16,BR006
TXN001459,M19698,978-0-300-04132-3,2025-06-10,2025-06-21,BR001
TXN001460,M17872,978-0-471-65609-8,2024-05-20,2024-06-04,BR014
TXN001461,M19096,978-1-346-99799-5,2023-11-13,2023-11-26,BR015
TXN001462,M33388,978-0-7550-4768-0,2025-04-28,2025-05-23,BR002
TXN001463,M66525,978-1-70607-174-7,2024-11-14,2024-11-29,BR011
TXN001464,M43947,978-0-17-653970-2,2024-06-06,,BR002
TXN001465,M42846,978-0-9610290-8-1,2024-09-02,2024-09-07,BR001
TXN001466,M95572,978-1-4968-0491-4,2025-03-07,,BR015
TXN001467,M61181,978-0-7420-4956-7,01/02/2024,2024-01-15,BR012
TXN001468,M85319,,2024-02-04,2024-02-20,BR012
TXN001469,M72670,978-0-7730-6260-3,2024-05-21,2024-06-16,BR014
TXN001470,M19188,978-1-9737-1122-3,2024-01-18,2024-02-10,BR001
TXN001471,M73185,978-1-75608-581-7,2024-08-15,2024-08-27,BR009
TXN001472,M53704,978-1-68611-145-7,2024-09-24,,BR007
TXN001473,M94813,978-0-10-219237-7,2025-02-07,2025-02-18,BR009
TXN001474,M20545,978-1-71296-180-3,2024-03-31,2024-04-21,BR013
TXN001475,M36623,978-1-260-50801-7,2024-10-31,2024-11-22,BR001
TXN001476,M35035,978-0-425-37337-8,2024-09-27,2024-10-18,BR007
TXN001477,M57089,978-0-268-81228-7,2024-01-28,2024-02-21,BR015
TXN001478,M34833,978-1-81923-653-8,2025-06-10,,BR004
TXN001479,M87718,978-0-605-60356-1,2024-09-06,,BR007
TXN001480,M80851,978-0-7986-2398-8,2024-05-11,2024-06-07,BR008
TXN001481,M68891,978-1-906181-20-8,2024-07-10,,BR001
TXN001482,M17347,978-1-75489-547-0,2024-10-21,,BR012
TXN001483,M25491,978-0-7517-5889-4,2025-01-17,2025-02-01,  BR011 
TXN001484,M98877,978-1-4498-3553-8,2024-11-30,2024-12-19,BR009
TXN001485,M40537,978-1-358-64496-2,2025-02-14,2025-03-02,BR001
TXN001486,M95699,,2024-02-28,2024-03-01,BR015
TXN001487,M41808,978-1-358-85379-1,2024-10-28,,BR003
TXN001488,M92924,,07/01/2024,2024-01-11,BR005
TXN001489,M69793,978-0-395-27536-8,2024-10-02,2024-10-29,BR014
TXN001490,M23937,978-1-85249-141-3,2025-09-19,2025-09-27,BR010
TXN001491,,978-0-13-477894-5,2024-10-21,2024-11-17,BR007
TXN001492,M98918,978-0-406-79176-4,22/07/2024,2024-08-10,BR002
TXN001493,M81550,978-0-215-00141-2,2024-11-17,2024-11-24,BR014
TXN001494,M15975,978-0-16-309001-8,2024-06-16,,BR006
TXN001495,M45899,978-1-63339-994-5,2025-08-22,2025-09-03,BR007
TXN001496,M82536,978-0-208-95326-1,2024-03-10,2024-03-12,BR004
TXN001497,M27481,978-0-19-947113-3,2025-06-22,2025-07-05,BR014
TXN001498,M30677,,2024-03-23,,BR008
TXN001499,M10946,978-0-234-10346-3,2024-12-10,2024-12-29,BR002
TXN001500,M47189,978-1-331-16772-3,2025-04-06,2025-04-22,BR013
TXN001501,M26632,978-1-08-437685-4,06/05/2024,2024-06-20,BR011
TXN001502,M64005,978-1-79352-196-5,2024-02-14,2024-02-16,BR003
TXN001503,M88154,978-0-355-64343-5,2024-07-17,2024-07-20,BR008
TXN001504,M92207,978-0-931706-95-0,2024-07-02,2024-07-03,BR005
TXN001505,M83100,978-1-67616-453-1,2024-04-27,2024-05-01,BR002
TXN001506,M91123,978-1-223-98983-9,2025-06-23,2025-07-10,BR013
TXN001507,M38740,978-1-03-121980-7,2024-04-14,2024-04-23,BR011
TXN001508,M16955,978-1-242-64236-4,2024-05-28,2024-06-25,BR013
TXN001509,M72182,978-0-19-092487-4,2025-09-01,2025-09-03,BR003
TXN001510,M17081,978-0-03-911142-7,2024-11-07,2024-11-16,BR005
TXN001511,M53816,978-1-228-23052-3,2025-04-26,2025-04-28,BR015
TXN001512,M23686,978-0-622-07223-4,2025-07-04,2025-07-10,BR015
TXN001513,M13809,978-1-7372132-9-1,2025-04-17,,BR002
TXN001514,M40841,978-1-204-78768-3,2024-11-12,2024-11-26,BR010
TXN001515,M36050,978-1-85996-486-6,2024-02-13,2024-03-09,BR015
TXN001516,M24435,978-0-03-195419-0,2025-08-04,2025-08-18,BR002
TXN001517,M36208,978-1-4505-7303-0,2024-08-27,,BR004
TXN001518,M86689,978-1-924632-03-4,2025-08-04,2025-08-11,BR015
TXN001519,M89879,978-1-67753-726-6,09/14/2025,2025-09-29,BR007
TXN001520,M35448,978-0-14-505766-4,12/10/2023,2023-12-15,BR005
TXN001521,M14206,978-1-887071-55-0,2024-03-03,2024-03-07,  BR001 
TXN001522,M71018,978-0-12-840083-8,2025-01-17,2025-01-25,BR003
TXN001523,M48687,978-0-7659-7595-9,05/09/2024,2024-05-29,  BR013 
TXN001524,M32273,978-0-7768-0898-7,2023-12-02,2023-12-05,BR009
TXN001525,,978-1-57422-319-4,2024-07-20,2024-07-27,BR008
TXN001526,M87539,978-0-00-402369-4,03/03/2024,2024-03-27,BR008
TXN001527,M66113,978-1-894301-20-6,2024-04-25,2024-05-09,BR004
TXN001528,M85951,978-0-372-71175-9,2025-01-06,2025-01-11,BR015
TXN001529,M85196,978-1-4988-5582-2,2025-02-13,2025-02-15,BR007
TXN001530,M71689,978-0-306-74584-3,2024-10-12,,BR009
TXN001531,M79615,978-0-944128-33-6,2025-07-18,2025-08-14,BR013
TXN001532,M22844,978-1-218-85666-5,2024-12-01,,BR004
TXN001533,M11628,978-0-329-71506-9,2024-08-05,2024-08-10,BR007
TXN001534,M56976,978-0-670-55143-9,2024-10-03,2024-10-04,BR011
TXN001535,M72886,978-1-936634-39-2,2025-05-24,2025-06-21,BR003
TXN001536,M84760,978-0-9596111-1-3,18/05/2025,2025-06-02,BR001
TXN001537,M28169,978-0-86712-007-3,2024-02-20,2024-03-19,BR007
TXN001538,M58551,978-1-55910-245-2,2023-12-26,2024-01-23,BR012
TXN001539,M92222,978-0-903267-14-4,2024-12-20,2025-01-06,BR015
TXN001540,M14287,978-1-217-94281-9,2024-10-10,2024-10-30,BR013
TXN001541,M81098,978-1-06-527758-3,2024-05-24,2024-05-27,BR004
TXN001542,M91324,978-1-345-33722-8,2023-11-09,2023-11-26,BR012
TXN001543,M98428,978-0-217-22145-0,2025-02-27,2025-03-11,BR001
TXN001544,M70994,978-1-66189-437-5,2025-02-04,2025-02-25,BR006
TXN001545,M83241,978-0-635-10046-7,2024-02-27,2024-03-05,BR009
TXN001546,M28141,978-1-65725-659-0,2025-07-09,2025-07-30,BR004
TXN001547,M72717,978-0-246-17520-5,21/07/2025,2025-08-13,BR013
TXN001548,M37498,978-1-4326-0055-6,2025-05-20,2025-06-01,BR013
TXN001549,M45043,978-1-01-783325-6,2025-02-22,2025-02-25,BR007
TXN001550,M58865,978-1-899936-07-6,2025-09-17,2025-10-14,BR008
TXN001551,M26083,978-1-04-506917-7,2025-06-11,2025-06-29,BR009
TXN001552,M48307,978-1-993593-74-8,05/20/2024,2024-06-12,BR006
TXN001553,M18601,978-0-946408-30-6,2024-03-24,2024-03-27,BR015
TXN001554,M61207,978-0-606-01488-5,2025-08-31,2025-09-03,BR005
TXN001555,M24334,978-1-907938-84-9,2025-05-05,2025-05-21,BR002
TXN001556,M29726,978-1-85283-061-8,2024-06-10,2024-06-11,BR009
TXN001557,M48426,978-1-01-242446-6,2024-02-09,2024-02-14,BR011
TXN001558,M72115,978-0-251-44881-3,2023-12-08,2023-12-09,BR008
TXN001559,M48209,978-0-03-142175-3,2024-01-10,2024-01-18,BR001
TXN001560,M78107,978-0-7941-5152-2,2024-07-23,2024-08-13,BR007
TXN001561,M94679,978-1-09-112252-9,2024-10-29,2024-11-21,BR008
TXN001562,M79489,978-1-5056-6186-6,2024-03-17,2024-04-05,BR008
TXN001563,M27295,978-1-913787-65-3,2025-01-25,2025-02-03,BR005
TXN001564,M39724,978-0-07-309505-9,2025-01-30,2025-02-01,BR005
TXN001565,M29443,978-0-571-21988-9,2025-04-26,2025-05-16,BR008
TXN001566,M31075,978-1-78851-905-2,2024-04-10,2024-04-16,BR005
TXN001567,M97340,978-1-01-042462-8,2024-05-06,2024-05-08,BR003
TXN001568,M51500,978-0-85174-460-5,2023-11-02,2023-11-08,BR008
TXN001569,M36890,978-1-212-89915-6,2024-01-04,2024-01-16,BR001
TXN001570,M29391,978-1-5129-3913-2,2023-11-18,2023-12-06,BR009
TXN001571,M49526,978-0-89848-416-8,2025-04-15,2025-05-01,BR001
TXN001572,M29055,978-1-61540-211-3,2025-09-06,2025-09-07,BR015
TXN001573,M81584,978-0-7075-6814-0,2024-02-07,2024-02-17,BR006
TXN001574,M72116,978-0-522-91073-5,2025-03-29,2025-04-17,BR013
TXN001575,M97410,978-0-8360-8493-1,2024-10-08,2024-11-07,BR010
TXN001576,M67947,978-0-639-63845-4,21/01/2024,2024-02-19,BR002
TXN001577,M15253,978-1-4391-6497-6,2023-10-15,2023-10-16,BR009
TXN001578,M62642,978-1-934292-91-4,2025-09-20,2025-09-23,BR004
TXN001579,M52777,978-0-03-301623-0,2024-05-03,2024-05-20,BR011
TXN001580,M39116,978-0-310-61537-8,2024-01-27,2024-01-28,BR013
TXN001581,M20956,978-1-56684-732-2,03/13/2024,2024-03-16,BR008
TXN001582,M77081,978-0-377-46040-9,2024-08-25,2024-09-14,BR008
TXN001583,M77050,978-0-07-843614-7,2024-01-24,2024-02-06,BR015
TXN001584,M29391,978-0-607-81975-5,2024-05-22,2024-06-03,BR007
TXN001585,M11597,978-1-347-64273-3,2024-08-29,2024-09-13,BR006
TXN001586,M83535,978-0-376-38821-6,2024-04-26,2024-05-20,BR012
TXN001587,M64474,978-1-148-46019-2,2025-09-12,2025-10-06,BR005
TXN001588,M65552,978-0-443-89982-9,2025-01-14,2025-02-02,BR007
TXN001589,M88372,978-0-05-869507-6,2024-03-03,2024-03-31,BR004
TXN001590,,978-1-64493-699-3,2024-11-29,2024-12-18,BR002
TXN001591,M59253,978-1-79335-055-8,2024-09-22,2024-10-01,BR007
TXN001592,M64331,978-1-7368011-9-2,2025-07-29,2025-08-23,BR008
TXN001593,M27947,978-1-03-768118-9,2024-08-31,2024-09-18,BR014
TXN001594,M74302,,2024-01-21,2024-02-09,BR014
TXN001595,M49834,978-0-510-40961-6,2025-10-07,2025-10-08,BR012
TXN001596,M10320,978-0-15-391149-1,2024-11-09,2024-12-06,BR005
TXN001597,M93435,978-0-7482-0736-7,2025-07-23,2025-08-02,BR011
TXN001598,M64677,978-0-89394-065-2,27/08/2025,2025-09-04,BR015
TXN001599,M13728,978-0-01-904322-9,2024-04-02,2024-04-05,BR005
TXN001600,M88497,978-0-333-24707-5,2024-03-26,2024-04-09,BR010
TXN001601,M43804,978-0-13-546212-6,2024-09-24,2024-10-21,BR008
TXN001602,M25674,978-0-508-26112-7,2024-03-16,2024-04-13,BR012
TXN001603,M44018,978-1-163-24888-1,2025-09-07,2025-09-22,BR001
TXN001604,M27759,978-1-298-93762-9,2025-01-02,2025-01-16,BR001
TXN001605,M93394,978-1-5493-0364-7,2024-07-14,,BR006
TXN001606,M48228,978-0-912038-18-6,2024-09-28,,BR015
TXN001607,M35403,978-0-8283-2308-6,2025-07-02,2025-07-22,BR003
TXN001608,M31906,978-0-88158-814-9,2024-04-21,2024-05-19,BR014
TXN001609,M99780,978-0-06-732318-2,2024-01-30,2024-02-22,BR005
TXN001610,M57516,978-0-681-57245-4,04/11/2023,2023-11-09,BR010
TXN001611,M11690,978-0-00-152911-3,2025-02-27,2025-03-15,BR005
TXN001612,M64000,978-0-7850-9025-0,2024-05-29,2024-06-05,BR015
TXN001613,M30257,978-1-4421-8299-8,2024-11-11,2024-12-10,BR014
TXN001614,M83224,978-1-81224-890-3,2024-05-30,2024-06-27,BR014
TXN001615,M79742,978-0-86700-900-2,2025-02-08,2025-02-12,BR012
TXN001616,M64702,978-1-55158-482-9,2024-08-05,2024-08-10,BR002
TXN001617,M12277,978-0-624-83550-9,2024-07-07,2024-07-12,BR005
TXN001618,,978-1-08-070633-4,2024-08-08,2024-08-19,BR010
TXN001619,M32571,978-1-09-822104-1,2025-05-22,2025-05-26,BR001
TXN001620,M39144,978-1-4818-8044-2,2025-09-16,2025-09-24,BR012
TXN001621,,978-1-7383638-1-0,2024-08-01,2024-08-15,BR003
TXN001622,M24643,978-0-12-694289-7,2025-01-27,2025-02-10,BR013
TXN001623,M15572,978-1-4203-6258-9,2024-08-23,2024-09-09,BR001
TXN001624,M87748,978-1-4170-6462-5,2024-06-29,2024-07-01,BR002
TXN001625,M18683,978-1-02-635582-4,2024-05-15,2024-06-10,BR001
TXN001626,M26225,978-0-7646-4489-4,2025-09-14,2025-09-21,BR004
TXN001627,M34219,978-0-15-388824-3,2024-06-12,,BR001
TXN001628,M46356,978-1-905040-43-8,2024-03-11,2024-04-08,BR006
TXN001629,M75619,978-0-538-49516-5,2025-03-29,2025-04-17,BR010
TXN001630,M18957,978-0-11-978718-4,2023-11-18,2023-12-05,BR010
TXN001631,M38442,978-0-913732-65-6,2025-10-13,2025-11-07,BR005
TXN001632,M80402,,2023-11-11,,BR012
TXN001633,M38051,978-0-11-987561-4,2024-09-15,2024-09-27,BR014
TXN001634,M87251,978-0-02-300915-0,2025-05-05,2025-05-11,BR011
TXN001635,M56507,978-0-9803657-7-1,2024-04-23,2024-05-01,BR007
TXN001636,M63422,978-0-609-36595-3,2024-01-19,2024-01-23,BR006
TXN001637,M78121,978-0-491-18941-5,2024-11-11,2024-11-21,BR013
TXN001638,M83024,978-0-687-50926-3,2024-03-04,2024-03-08,BR002
TXN001639,M60434,978-0-9982137-4-3,2024-06-15,2024-07-07,BR010
TXN001640,M68190,978-0-14-042886-5,2025-08-31,2025-09-28,BR007
TXN001641,M66093,978-1-05-376660-0,2024-10-27,2024-11-22,BR002
TXN001642,M72347,978-0-260-03083-2,2024-07-04,2024-07-26,BR006
TXN001643,M74441,978-0-06-271531-9,2025-09-09,2025-10-01,BR007
TXN001644,M98672,978-1-55068-826-9,2024-12-05,2024-12-28,BR003
TXN001645,M87405,978-1-68293-844-7,2025-04-14,2025-04-20,BR012
TXN001646,M18481,978-0-348-08735-2,2024-05-19,2024-06-08,BR004
TXN001647,M62990,978-0-603-35910-1,2023-12-27,2024-01-12,BR014
TXN001648,M46505,978-1-09-085991-4,2025-05-23,2025-06-01,BR013
TXN001649,M94388,978-0-07-492699-4,2025-01-11,2025-01-31,BR006
TXN001650,M63011,978-1-4899-7184-5,2024-01-28,2024-02-22,BR009
TXN001651,M69589,978-1-932591-40-8,2025-04-30,2025-05-08,BR005
TXN001652,M92361,978-0-231-23426-9,2024-08-04,,BR001
TXN001653,M16927,978-1-908726-17-9,2025-04-24,2025-04-30,BR008
TXN001654,M60152,978-1-234-83893-5,2024-06-08,2024-06-28,BR006
TXN001655,M91688,978-0-8280-4056-3,2025-07-23,2025-08-09,BR002
TXN001656,M74512,978-0-9965082-6-1,2024-12-18,2025-01-03,BR004
TXN001657,M74258,978-0-641-86965-5,2024-08-06,2024-09-03,BR009
TXN001658,M80848,978-0-08-761238-9,2024-05-30,,BR013
TXN001659,M66414,978-0-434-68239-3,2025-05-18,2025-05-29,BR002
TXN001660,M59327,978-1-00-273008-9,2024-08-26,,BR001
TXN001661,,978-1-101-68311-8,2025-02-13,2025-03-08,BR013
TXN001662,M31514,978-0-01-680941-5,2024-05-15,2024-05-28,BR003
TXN001663,M73891,978-1-07-628397-9,01/25/2025,2025-02-16,BR010
TXN001664,M82585,978-0-534-40777-3,2024-12-24,2025-01-11,BR010
TXN001665,M30487,978-0-07-266292-4,2024-06-21,2024-07-10,BR007
TXN001666,M59518,978-1-76029-914-9,2023-10-30,2023-11-09,BR006
TXN001667,M52006,978-0-333-73125-3,2024-07-01,,  BR010 
TXN001668,M58026,978-0-561-78170-9,2024-03-11,2024-04-05,BR012
TXN001669,M91940,978-0-19-206136-2,2024-04-04,2024-04-16,BR002
TXN001670,M63992,978-0-7789-5613-6,2024-03-21,2024-03-29,BR011
TXN001671,M94945,978-1-4490-2950-0,2024-01-24,2024-01-27,BR002
TXN001672,M49965,978-1-80164-403-7,09/08/2024,,BR003
TXN001673,M52744,,2025-02-23,2025-03-14,BR011
TXN001674,M77470,978-1-78127-782-9,2025-08-12,,BR005
TXN001675,M71564,978-0-217-98213-9,2024-04-21,2024-05-04,BR006
TXN001676,M52260,978-0-9857973-6-2,07/08/2025,2025-07-31,BR013
TXN001677,M98488,978-0-18-285605-3,03/29/2024,2024-04-23,BR008
TXN001678,M97475,978-0-7986-6177-5,2025-03-08,2025-03-22,BR010
TXN001679,M36444,978-1-368-20506-1,2024-11-12,2024-11-15,BR014
TXN001680,M80232,978-0-235-52165-5,2023-10-24,,BR005
TXN001681,M85172,978-1-146-92182-4,2023-12-06,2023-12-09,BR004
TXN001682,M85784,978-1-967908-98-1,2025-04-30,2025-05-19,BR006
TXN001683,M79607,978-0-699-84802-2,01/14/2024,2024-01-17,BR004
TXN001684,M95398,978-1-09-386948-4,21/09/2025,2025-10-05,BR009
TXN001685,M96960,978-1-959881-14-8,2024-06-23,2024-07-02,BR004
TXN001686,M91915,978-0-7152-3867-7,2024-07-25,2024-07-31,BR011
TXN001687,M12438,978-0-09-746191-5,2025-03-22,2025-04-10,BR009
TXN001688,M75431,978-1-9876-8299-1,08/13/2025,2025-08-28,BR014
TXN001689,M45118,978-0-258-93708-2,2024-06-02,2024-06-30,BR009
TXN001690,M66849,978-1-235-04056-6,2024-07-18,2024-08-04,BR012
TXN001691,M36299,978-1-900124-82-9,2025-05-04,2025-05-28,  BR003 
TXN001692,M99824,978-1-4428-6796-3,05/03/2024,2024-03-16,BR014
TXN001693,M18444,978-1-232-89463-6,2025-07-08,2025-08-04,BR014
TXN001694,M47623,978-0-562-41528-3,2025-04-22,2025-04-30,  BR005 
TXN001695,M63197,978-0-562-92693-2,2025-07-09,2025-07-17,BR003
TXN001696,M50703,978-1-895138-18-4,2025-03-16,2025-03-30,BR009
TXN001697,M94793,978-1-07-846850-3,2025-01-01,2025-01-06,BR004
TXN001698,M13819,978-1-4303-4918-1,2025-06-07,2025-06-25,BR013
TXN001699,M33066,978-0-7972-0385-3,2024-12-12,2024-12-28,BR001
TXN001700,M12609,978-0-15-364154-1,2024-09-09,,BR015
TXN001701,M88852,978-1-313-25936-1,25/09/2024,2024-10-09,BR002
TXN001702,M57636,978-0-675-00942-3,2025-03-06,,BR015
TXN001703,M28423,978-1-105-27698-9,2025-09-05,2025-10-05,BR010
TXN001704,M25812,978-1-80927-045-0,2024-01-16,2024-02-10,BR014
TXN001705,M78846,978-1-225-86605-3,2025-07-06,,  BR015 
TXN001706,M88619,978-1-874422-75-4,20/10/2024,2024-11-16,BR013
TXN001707,M86588,978-1-965594-28-5,2024-01-16,2024-01-24,BR013
TXN001708,M65426,978-0-650-20002-9,05/21/2025,2025-05-30,BR002
TXN001709,M67602,978-0-931321-55-9,2023-12-03,2023-12-19,BR014
TXN001710,M79922,978-1-57083-682-4,2025-02-23,2025-03-09,BR002
TXN001711,M72240,978-1-4889-6699-6,2025-10-10,2025-11-09,BR005
TXN001712,M28993,978-0-7367-7462-8,11/04/2025,2025-04-21,BR012
TXN001713,M12762,978-1-82543-183-5,2025-05-24,2025-06-20,BR015
TXN001714,M96798,978-0-231-23920-2,2025-01-14,2025-02-09,BR001
TXN001715,M98027,978-0-601-83647-5,2024-02-08,2024-02-29,BR009
TXN001716,M57560,978-1-08-276817-0,2024-02-20,2024-03-19,BR011
TXN001717,M40983,978-1-77545-847-0,2024-01-21,,BR007
TXN001718,M61508,978-0-529-18768-0,2024-04-07,2024-04-10,BR015
TXN001719,M40862,978-1-08-271721-5,09/12/2024,2024-10-12,BR014
TXN001720,M67520,978-0-7399-2052-7,2024-02-17,2024-03-09,BR015
TXN001721,M63253,978-1-216-59143-8,2024-11-21,2024-12-18,BR005
TXN001722,M74447,978-0-255-39835-0,2024-11-23,2024-12-04,BR007
TXN001723,M65360,978-1-61777-326-6,2024-05-12,2024-05-18,BR014
TXN001724,M44205,978-1-4497-9127-8,2024-12-28,2025-01-21,BR006
TXN001725,M81791,978-0-292-71205-8,2024-04-11,2024-05-06,BR008
TXN001726,M16828,978-1-137-52988-6,2024-04-08,2024-05-04,BR003
TXN001727,M94030,978-0-12-560832-9,2023-11-10,2023-11-20,BR007
TXN001728,M51120,978-1-879788-89-3,2024-08-29,2024-09-15,BR002
TXN001729,M95089,978-1-85238-600-9,2024-03-09,2024-03-23,BR014
TXN001730,M51864,978-1-361-99517-4,2023-12-01,2023-12-10,BR014
TXN001731,M32738,978-0-910292-95-5,02/10/2025,2025-02-20,BR014
TXN001732,M36039,978-1-374-83093-6,2025-08-10,2025-09-08,BR006
TXN001733,M59456,978-1-139-71912-4,2024-07-30,2024-07-31,BR015
TXN001734,M13010,978-0-13-217672-9,2023-11-22,2023-11-30,BR011
TXN001735,,978-0-16-612201-3,2025-01-07,2025-02-04,BR004
TXN001736,M32119,,2023-11-06,2023-11-15,BR010
TXN001737,M29562,978-1-873393-04-8,2024-12-05,2024-12-24,BR006
TXN001738,M25381,,24/08/2024,2024-09-23,BR009
TXN001739,M69468,978-0-8027-4812-6,2025-04-24,2025-05-17,BR008
TXN001740,M36626,978-0-11-408682-4,2025-08-17,2025-08-26,BR014
TXN001741,M47743,978-1-229-46209-1,2024-03-03,2024-03-31,BR007
TXN001742,M37080,978-1-61039-952-4,2025-05-05,2025-05-27,BR014
TXN001743,M34820,978-0-13-712436-7,2025-08-27,2025-08-28,BR007
TXN001744,M48036,978-1-64230-412-1,2023-11-01,2023-12-01,BR004
TXN001745,M42547,978-0-615-92738-1,2024-10-09,2024-10-12,BR011
TXN001746,M11352,978-0-9907166-9-3,2023-10-30,2023-11-22,BR014
TXN001747,,978-0-248-15542-7,2025-06-10,2025-06-24,BR012
TXN001748,M88275,978-0-403-01095-0,2025-08-07,2025-08-09,BR002
TXN001749,M53628,978-1-9756-4915-9,2024-09-01,2024-09-21,BR008
TXN001750,M97921,978-1-4623-4712-4,2025-06-16,2025-07-12,BR010
TXN001751,M15965,,2024-04-14,2024-04-24,BR009
TXN001752,M61733,978-0-10-801810-7,03/13/2024,2024-03-31,BR003
TXN001753,M15390,978-0-17-641726-0,10/25/2024,2024-11-10,BR005
TXN001754,M54456,978-0-571-29015-4,2025-03-11,,BR003
TXN001755,M79523,978-0-380-67130-4,2024-09-15,2024-09-17,BR005
TXN001756,M26760,978-1-104-58474-0,03/07/2024,2024-03-19,BR014
TXN001757,M66372,978-0-13-009625-8,2024-11-05,2024-12-02,BR015
TXN001758,M44571,978-1-66947-031-1,2024-11-27,2024-12-08,BR007
TXN001759,M74392,978-0-396-27466-7,2024-08-28,2024-09-27,BR003
TXN001760,M96169,978-0-591-83270-9,2023-11-06,,BR008
TXN001761,M29480,978-1-66145-901-7,2025-05-17,,BR003
TXN001762,M44108,978-1-9771-4004-3,15/12/2024,2025-01-13,BR008
TXN001763,M74868,,2024-11-14,2024-12-02,BR006
TXN001764,M73596,978-1-905315-20-8,2024-04-17,2024-05-15,BR002
TXN001765,M29405,978-1-9769-8731-1,2024-03-07,2024-03-17,BR002
TXN001766,M33678,978-0-669-84166-4,2025-09-11,2025-09-20,BR012
TXN001767,M83825,978-0-7407-7943-5,2024-04-01,2024-04-02,BR010
TXN001768,M78945,978-1-62389-949-3,2024-12-02,2024-12-05,BR003
TXN001769,M42264,978-1-01-426203-5,2024-09-19,,BR011
TXN001770,M53077,,2024-10-24,2024-10-28,BR011
TXN001771,M61664,978-0-16-020418-0,02/09/2025,2025-09-29,BR015
TXN001772,M52406,978-0-599-89897-4,2025-08-02,2025-08-25,BR002
TXN001773,M96447,978-0-7088-9480-4,2025-05-31,2025-06-20,  BR011 
TXN001774,M96246,,2025-06-27,2025-07-12,BR001
TXN001775,M52587,978-1-4822-1758-2,2024-10-23,2024-11-18,BR012
TXN001776,M84600,978-1-85708-200-5,2024-04-20,,BR014
TXN001777,M94363,978-1-75712-369-3,12/15/2023,,BR013
TXN001778,M19269,978-0-12-879429-6,2025-02-15,2025-02-28,BR010
TXN001779,M43444,978-1-69704-095-1,2024-03-29,2024-04-01,BR013
TXN001780,M12688,978-1-196-15607-8,2025-08-01,2025-08-14,BR003
TXN001781,M47347,978-0-7488-3565-2,2023-12-31,2024-01-10,BR011
TXN001782,,978-1-240-96496-3,20/07/2024,2024-07-30,BR012
TXN001783,M99779,978-1-960478-42-9,2023-11-30,2023-12-27,BR006
TXN001784,M58163,978-0-85162-259-0,2025-04-21,2025-05-04,BR008
TXN001785,M72447,978-1-882089-34-5,2024-11-07,2024-12-02,BR010
TXN001786,M65382,978-0-624-67287-6,2024-12-27,2025-01-17,BR010
TXN001787,M65838,978-1-09-114131-5,2024-12-15,2024-12-30,BR009
TXN001788,M98662,978-1-923613-37-9,2025-03-23,2025-04-22,BR011
TXN001789,M74922,978-1-230-45881-6,2024-08-01,2024-08-11,BR011
TXN001790,M71370,978-0-544-72419-8,2023-12-24,2024-01-03,BR015
